ORIGEN;DESTINO;VALOR
235  Banco La Hipotecaria, S. A.;003  Banco General, S.A.;2024821.22
235  Banco La Hipotecaria, S. A.;003  Banco General, S.A.;8476.44
235  Banco La Hipotecaria, S. A.;003  Banco General, S.A.;364285.42
235  Banco La Hipotecaria, S. A.;003  Banco General, S.A.;20260207.53
235  Banco La Hipotecaria, S. A.;003  Banco General, S.A.;202222.44
235  Banco La Hipotecaria, S. A.;050  Banco Aliado S.A.;1085322.25
235  Banco La Hipotecaria, S. A.;155  BAC International Bank, Inc.;32905.2
235  Banco La Hipotecaria, S. A.;155  BAC International Bank, Inc.;513409.82
235  Banco La Hipotecaria, S. A.;182  Banistmo S.A.;2022176.43
235  Banco La Hipotecaria, S. A.;182  Banistmo S.A.;235726.9
236  Unibank, S.A.;A001  Banco Nacional de Panamá;199075.57
236  Unibank, S.A.;024  Banco Internacional de Costa Rica, S.A.;2000000
236  Unibank, S.A.;140  Credicorp Bank S.A.;1000000
236  Unibank, S.A.;E005 BAC                                                    ;5957365.3
236  Unibank, S.A.;E005 BAC                                                    ;487124.59
236  Unibank, S.A.;E005 BAC                                                    ;5000000
236  Unibank, S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;16000000
236  Unibank, S.A.;E025 BANCO SABADELL                                         ;670007.73
236  Unibank, S.A.;E101 UBS                                                    ;22148.28
236  Unibank, S.A.;E237 CAIXABANK;826402.15
236  Unibank, S.A.;A001  Banco Nacional de Panamá;13480888.91
237  The Bank of Nova Scotia (Panamá), S.A.;A001  Banco Nacional de Panamá;15639.04
237  The Bank of Nova Scotia (Panamá), S.A.;045  The Bank Of Nova Scotia;7734160.46
239  Allbank Corp.;A001  Banco Nacional de Panamá;1000
239  Allbank Corp.;A001  Banco Nacional de Panamá;9031319.4
239  Allbank Corp.;E057 EFG BANK                                               ;28658.14
239  Allbank Corp.;E085 SAFRA BANK;45422.11
239  Allbank Corp.;E085 SAFRA BANK;4441.33
243  Bancolombia S.A.;A001  Banco Nacional de Panamá;6711948.21
243  Bancolombia S.A.;A001  Banco Nacional de Panamá;3170540.45
243  Bancolombia S.A.;182  Banistmo S.A.;435505.37
243  Bancolombia S.A.;182  Banistmo S.A.;549586.53
243  Bancolombia S.A.;182  Banistmo S.A.;27402.31
243  Bancolombia S.A.;E042 CITIBANK                                               ;24980309.33
243  Bancolombia S.A.;E069 JP MORGAN CHASE ;59131399.27
243  Bancolombia S.A.;E104 WELLS FARGO                                            ;29725773.33
243  Bancolombia S.A.;E133 ZURCHER KANTONALBANK ;15000000
243  Bancolombia S.A.;E999 OTRAS ENTIDADES BANCARIAS;10000000
243  Bancolombia S.A.;E999 OTRAS ENTIDADES BANCARIAS;10000000
243  Bancolombia S.A.;E999 OTRAS ENTIDADES BANCARIAS;10000000
243  Bancolombia S.A.;E999 OTRAS ENTIDADES BANCARIAS;10000000
244  PKB Banca Privada (Panamá), S.A.;003  Banco General, S.A.;334018.48
244  PKB Banca Privada (Panamá), S.A.;003  Banco General, S.A.;11000
244  PKB Banca Privada (Panamá), S.A.;003  Banco General, S.A.;11000
244  PKB Banca Privada (Panamá), S.A.;003  Banco General, S.A.;11000
244  PKB Banca Privada (Panamá), S.A.;E070 KBC BANK                                               ;2000000
245  Pacific Bank, S.A.;A001  Banco Nacional de Panamá;4704021.6
245  Pacific Bank, S.A.;A001  Banco Nacional de Panamá;1189424.22
245  Pacific Bank, S.A.;173  MMG Bank Corporation;1500000
245  Pacific Bank, S.A.;173  MMG Bank Corporation;1000000
245  Pacific Bank, S.A.;182  Banistmo S.A.;239258.37
245  Pacific Bank, S.A.;182  Banistmo S.A.;1300000
245  Pacific Bank, S.A.;182  Banistmo S.A.;1000000
245  Pacific Bank, S.A.;182  Banistmo S.A.;1000000
245  Pacific Bank, S.A.;225  BCT Bank International, S.A.;1000000
245  Pacific Bank, S.A.;E094 THE BANK OF NEW YORK                                   ;9352665.94
245  Pacific Bank, S.A.;E134 MMG BANK & TRUST LTD. ;546517.32
245  Pacific Bank, S.A.;E144 BANCO DEL PACIFICO;737410.54
245  Pacific Bank, S.A.;E220 Pacific National Bank;19840
246  Banco Ficohsa (Panamá), S. A.;A001  Banco Nacional de Panamá;7548645.57
246  Banco Ficohsa (Panamá), S. A.;A001  Banco Nacional de Panamá;730000.38
246  Banco Ficohsa (Panamá), S. A.;135  Multibank Inc.;160162.89
246  Banco Ficohsa (Panamá), S. A.;173  MMG Bank Corporation;55038.97
246  Banco Ficohsa (Panamá), S. A.;182  Banistmo S.A.;582744.82
246  Banco Ficohsa (Panamá), S. A.;231  Banco Prival, S.A.;5625.46
246  Banco Ficohsa (Panamá), S. A.;E033 BANK OF AMERICA;11995395.75
246  Banco Ficohsa (Panamá), S. A.;E042 CITIBANK                                               ;5885271.07
246  Banco Ficohsa (Panamá), S. A.;E069 JP MORGAN CHASE ;772385.3
246  Banco Ficohsa (Panamá), S. A.;E104 WELLS FARGO                                            ;50767.41
246  Banco Ficohsa (Panamá), S. A.;E104 WELLS FARGO                                            ;19.31
246  Banco Ficohsa (Panamá), S. A.;E104 WELLS FARGO                                            ;11543000
247  Banco de Bogotá, S.A.;A001  Banco Nacional de Panamá;1692216.21
247  Banco de Bogotá, S.A.;A001  Banco Nacional de Panamá;10222.03
247  Banco de Bogotá, S.A.;003  Banco General, S.A.;500
247  Banco de Bogotá, S.A.;E033 BANK OF AMERICA;207003.14
247  Banco de Bogotá, S.A.;E042 CITIBANK                                               ;49848.85
247  Banco de Bogotá, S.A.;E104 WELLS FARGO                                            ;10154839.91
249  Canal Bank S.A.;A001  Banco Nacional de Panamá;9300646.79
249  Canal Bank S.A.;A001  Banco Nacional de Panamá;256155.09
249  Canal Bank S.A.;A001  Banco Nacional de Panamá;4000000
249  Canal Bank S.A.;148  Global Bank Corporation;61920.18
249  Canal Bank S.A.;E025 BANCO SABADELL                                         ;40786.33
249  Canal Bank S.A.;E025 BANCO SABADELL                                         ;1094539.91
249  Canal Bank S.A.;E025 BANCO SABADELL                                         ;5000000
249  Canal Bank S.A.;E025 BANCO SABADELL                                         ;5000000
249  Canal Bank S.A.;E025 BANCO SABADELL                                         ;3000000
253  Banco Davivienda Internacional (Panamá), S.A.;007  Banco Davivienda (Panamá) S.A.;1124353.78
253  Banco Davivienda Internacional (Panamá), S.A.;E104 WELLS FARGO                                            ;688239.12
254  BPR BANK, S.A.;003  Banco General, S.A.;120713.49
254  BPR BANK, S.A.;003  Banco General, S.A.;22293.59
254  BPR BANK, S.A.;173  MMG Bank Corporation;54831.31
254  BPR BANK, S.A.;E042 CITIBANK                                               ;2413499.44
255  Bi-Bank, S.A.;A001  Banco Nacional de Panamá;4597505.91
255  Bi-Bank, S.A.;A001  Banco Nacional de Panamá;362878.36
255  Bi-Bank, S.A.;003  Banco General, S.A.;86805.6
255  Bi-Bank, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;4000000
255  Bi-Bank, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
255  Bi-Bank, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;6000000
255  Bi-Bank, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
255  Bi-Bank, S.A.;173  MMG Bank Corporation;214524.45
255  Bi-Bank, S.A.;173  MMG Bank Corporation;5000000
255  Bi-Bank, S.A.;182  Banistmo S.A.;5000000
255  Bi-Bank, S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;2500000
255  Bi-Bank, S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5000000
255  Bi-Bank, S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5000000
255  Bi-Bank, S.A.;E033 BANK OF AMERICA;9417361.15
258  Atlas Bank (Panamá), S.A.;A001  Banco Nacional de Panamá;535423.74
258  Atlas Bank (Panamá), S.A.;A001  Banco Nacional de Panamá;0
258  Atlas Bank (Panamá), S.A.;A001  Banco Nacional de Panamá;317946.93
258  Atlas Bank (Panamá), S.A.;135  Multibank Inc.;20333.57
258  Atlas Bank (Panamá), S.A.;148  Global Bank Corporation;4695.62
258  Atlas Bank (Panamá), S.A.;148  Global Bank Corporation;38493.65
258  Atlas Bank (Panamá), S.A.;148  Global Bank Corporation;259658.07
258  Atlas Bank (Panamá), S.A.;148  Global Bank Corporation;7000000
258  Atlas Bank (Panamá), S.A.;182  Banistmo S.A.;6179.81
258  Atlas Bank (Panamá), S.A.;E101 UBS                                                    ;40249.96
